product_name,category,total_sales,total_profit
"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,729.234,48.6156
"Bush Cubix Conference Tables, Fully Assembled",Furniture,3603.288,311.823
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,3626.0056,-208.6504
Bush Mission Pointe Library,Furniture,748.8608,24.1568
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,119.833,-12.6882
Bush Somerset Collection Bookcase,Furniture,1263.957,-56.3214
"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,649.376,-97.4064
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,90.882,-190.8522
"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,1473.2982,73.7154
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,1426.8878,-20.293
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,137.17,47.7257
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,514.556,23.5382
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,136.344,56.1184
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,85.995,15.0969
Cameo Buff Policy Envelopes,Office Supplies,1555.75,632.2568
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,1007.979,43.1991
Canon Image Class D660 Copier,Technology,3959.934,1691.9718
Canon Imageclass D680 Copier / Fax,Technology,8959.872,2799.96
Canon PC-428 Personal Copier,Technology,4119.794,1469.9265
Canon PC1060 Personal Laser Copier,Technology,11619.834,4570.9347
Canon PC1080F Personal Copier,Technology,5999.9,1973.9671
Canon PC170 Desktop Personal Copier,Technology,575.82,67.179
Canon PC940 Copier,Technology,5669.874,2092.4535
Canon imageCLASS 2200 Advanced Copier,Technology,61599.824,25199.928
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,3991.98,1995.99
Canvas Sectional Post Binders,Office Supplies,422.636,59.0672
Cardinal EasyOpen D-Ring Binders,Office Supplies,209.306,26.506
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,136.728,4.3677
Cardinal Hold-It CD Pocket,Office Supplies,38.304,-12.4488
Cardinal Holdit Business Card Pockets,Office Supplies,87.648,22.908
Cardinal Holdit Data Disk Pockets,Office Supplies,100.464,38.7296
Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,40.32,12.6
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,179.014,5.3878
Cardinal Slant-D Ring Binders,Office Supplies,119.922,46.057
"Career Cubicle Clock, 8 1/4"", Black",Furniture,194.688,68.952
"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,1635.796,-110.1328
Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,3028.652,-3.2392
Carina Media Storage Towers in Natural & Black,Office Supplies,1073.248,-121.96
"Carina Mini System Audio Rack, Model AR050B",Office Supplies,2730.108,-68.8076
Case Logic 2.4GHz Wireless Keyboard,Technology,1229.754,-11.9976
Catalog Binders with Expanding Posts,Office Supplies,1089.936,-242.208
Cherry 142-key Programmable Keyboard,Technology,479.72,52.7692
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,5098.176,-404.0064
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,4297.644,-611.5878
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,9917.64,-2876.1156
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,3354.89,100.211
Chromcraft Rectangular Conference Tables,Furniture,4952.673,-450.243
Chromcraft Round Conference Tables,Furniture,8209.059,-189.9761
Cisco 8961 IP Phone Charcoal,Technology,224.937,-164.9538
Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,2645.804,83.6938
Cisco 9971 IP Video Phone Charcoal,Technology,4268.0,466.4
Cisco CP-7937G Unified IP Conference Station Phone,Technology,1391.4,-55.656
Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,385.8,130.2075
Cisco IP Phone 7961G-GE VoIP phone,Technology,2252.432,-119.119
Cisco IP�Phone�7961G VoIP�phone�- Dark gray,Technology,1386.69,228.396
Cisco SPA 501G IP Phone,Technology,213.48,16.011
Cisco SPA 502G IP Phone,Technology,2063.14,299.875
Cisco SPA112 2 Port Phone Adapter,Technology,516.53,87.3705
Cisco SPA301,Technology,4180.532,904.742
Cisco SPA508G,Technology,910.662,207.8685
Cisco SPA525G2 5-Line IP Phone,Technology,1379.92,648.5624
Cisco SPA525G2 IP Phone - Wireless,Technology,426.93,43.092
Cisco Small Business SPA 502G VoIP phone,Technology,882.102,58.4649
Cisco TelePresence System EX90 Videoconferencing Unit,Technology,22638.48,-1811.0784
Cisco Unified IP Phone 7945G VoIP phone,Technology,6751.602,102.297
Clarity 53712,Technology,752.286,68.6296
Classic Ivory Antique�Telephone�ZL1810,Technology,341.666,40.196
Clear Mylar Reinforcing Strips,Office Supplies,377.538,90.2727
ClearOne CHATAttach 160 -�speaker phone,Technology,6695.892,1053.983
ClearOne Communications CHAT 70 OC�Speaker Phone,Technology,1685.294,273.4628
ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,1119.84,162.3768
Clearsounds A400,Technology,488.326,-48.8326
Col-Erase Pencils with Erasers,Office Supplies,37.696,7.4784
Color-Coded Legal Exhibit Labels,Office Supplies,14.73,7.2177
Colored Envelopes,Office Supplies,50.922,19.0404
Colored Push Pins,Office Supplies,24.978,7.602
Coloredge Poster Frame,Furniture,298.2,116.298
Colorific Watercolor Pencils,Office Supplies,51.6,11.3004
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,50.57,1.6338
Compact Automatic Electric Letter Opener,Office Supplies,2982.75,-57.2688
"Companion Letter/Legal File, Black",Office Supplies,611.712,149.5296
Computer Printout Index Tabs,Office Supplies,11.088,-2.016
Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,191.6,91.968
Computer Printout Paper with Letter-Trim Perforations,Office Supplies,405.958,169.2124
"Computer Room Manger, 14""",Furniture,636.608,179.2896
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,546.816,61.5168
Contemporary Borderless Frame,Furniture,36.162,3.6162
Contemporary Wood/Metal Frame,Furniture,193.92,4.848
"Contico 72""H Heavy-Duty Storage System",Office Supplies,598.308,-57.372
"Contract Clock, 14"", Brown",Furniture,334.096,29.4532
Convenience Packs of Business Envelopes,Office Supplies,58.644,24.1092
Crate-A-Files,Office Supplies,176.58,31.392
"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,59.696,24.661
Crayola Colored Pencils,Office Supplies,120.704,32.8
Cubify CubeX 3D Printer Double Head Print,Technology,11099.963,-8879.9704
Cubify CubeX 3D Printer Triple Head Print,Technology,7999.98,-3839.9904
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,65.34,3.9105
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,119.508,-20.5242
DAX Black Cherry Wood-Tone Poster Frame,Furniture,455.456,61.4336
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,168.744,48.822
DAX Clear Channel Poster Frame,Furniture,119.556,27.702
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,291.456,97.152
"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,171.088,39.7528
DAX Cubicle Frames - 8x10,Furniture,125.786,20.772
"DAX Cubicle Frames, 8-1/2 x 11",Furniture,145.69,52.4484
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,196.248,55.1004
"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,161.92,26.1096
DAX Natural Wood-Tone Poster Frame,Furniture,513.712,123.9264
DAX Solid Wood Frames,Furniture,113.332,33.3157
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,216.144,73.944
DAX Two-Tone Silver Metal Document Frame,Furniture,234.784,84.8056
"DAX Value U-Channel Document Frames, Easel Back",Furniture,175.938,52.4832
DAX Wood Document Frame,Furniture,477.804,126.316
DAX Wood Document Frame.,Furniture,159.268,7.6888
DIXON Oriole Pencils,Office Supplies,44.892,8.6172
DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,94.86,26.784
DMI Arturo Collection Mission-style Design Wood Chair,Furniture,4619.988,486.1556
DMI Eclipse Executive Suite Bookcases,Furniture,11046.609,90.1764
DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,215.109,66.6915
"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,124.592,42.0498
DYMO CardScan Personal V9 Business Card Scanner,Technology,1343.916,463.971
"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,581.172,81.568
Dana Halogen Swing-Arm Architect Lamp,Furniture,1114.384,288.4288
Dana Swing-Arm Lamps,Furniture,108.936,-11.214
"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,508.728,99.5808
Dax Clear Box Frame,Furniture,96.03,15.3648
Decoflex Hanging Personal Folder File,Office Supplies,46.26,12.0276
"Decoflex Hanging Personal Folder File, Blue",Office Supplies,518.112,124.131
Deflect-O Glasstique Clear Desk Accessories,Furniture,124.74,37.037
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,1685.44,244.3888
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,673.87,72.0785
"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,702.44,123.96
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,1115.64,-125.1996
Deflect-o Glass Clear Studded Chair Mats,Furniture,1579.372,318.3616
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,1623.248,-343.0956
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,437.7,138.3132
Dell Slim USB Multimedia Keyboard,Technology,125.0,30.0
Deluxe Chalkboard Eraser Cleaner,Office Supplies,182.49,76.461
Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,504.24,88.242
Deluxe Rollaway Locking File with Drawer,Office Supplies,5572.792,1380.7216
Design Ebony Sketching Pencil,Office Supplies,13.622,2.3074
Desktop 3-Pocket Hot File,Office Supplies,259.68,59.51
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,467.92,-14.6225
Digium D40 VoIP phone,Technology,3044.164,571.4257
Disposable Triple-Filter Dust Bags,Office Supplies,43.7,11.362
"Dixon My First Ticonderoga Pencil, #2",Office Supplies,95.94,17.0235
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,110.76,42.8982
Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,229.572,58.6684
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,431.29,165.206
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,75.348,20.0928
"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,23.332,4.912
Dixon Ticonderoga Pencils,Office Supplies,37.548,9.2678
Document Clip Frames,Furniture,45.036,16.0128
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,3322.878,1517.9064
"Dual Level, Single-Width Filing Carts",Office Supplies,6574.544,1640.5348
Durable Pressboard Binders,Office Supplies,37.24,15.086
Easy-staple paper,Office Supplies,2504.192,1096.0292
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,1098.504,492.6624
"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,139.872,28.272
EcoTones Memo Sheets,Office Supplies,52.8,21.6
Economy #2 Pencils,Office Supplies,34.58,8.9908
Economy Binders,Office Supplies,29.952,9.7968
Economy Rollaway Files,Office Supplies,3138.8,693.84
"Eldon ""L"" Workstation Diamond Chairmat",Furniture,1002.936,-267.4496
Eldon 100 Class Desk Accessories,Furniture,36.396,-4.8528
Eldon 200 Class Desk Accessories,Furniture,133.136,39.1872
"Eldon 200 Class Desk Accessories, Black",Furniture,75.36,28.6368
"Eldon 200 Class Desk Accessories, Burgundy",Furniture,135.648,44.588
"Eldon 200 Class Desk Accessories, Smoke",Furniture,138.16,58.0272
"Eldon 300 Class Desk Accessories, Black",Furniture,29.7,13.068
"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,159.25,47.6
Eldon 500 Class Desk Accessories,Furniture,197.948,60.4707
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,563.03,56.303
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,379.4,-48.78
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,1431.944,46.3276
"Eldon Base for stackable storage shelf, platinum",Office Supplies,872.256,-52.569
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,344.1,-42.18
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,1304.128,-111.328
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,1200.936,-256.5636
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,546.192,17.4478
Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,331.76,39.8112
Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,98.136,-78.5088
"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,361.872,50.0087
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,108.08,6.755
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,262.752,-7.616
Eldon Expressions Mahogany Wood Desk Collection,Furniture,93.6,23.4
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,155.708,20.636
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,121.296,21.7056
"Eldon Expressions Wood Desk Accessories, Oak",Furniture,183.024,10.1106
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,160.54,46.5566
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,149.7,41.916
Eldon File Chest Portable File,Office Supplies,79.4,5.955
Eldon Fold 'N Roll Cart System,Office Supplies,301.968,63.7488
Eldon Gobal File Keepers,Office Supplies,348.22,-0.6056
Eldon Image Series Black Desk Accessories,Furniture,48.852,17.0568
"Eldon Image Series Desk Accessories, Burgundy",Furniture,111.188,28.2568
"Eldon Image Series Desk Accessories, Ebony",Furniture,180.31,55.822
"Eldon Im�ge Series Desk Accessories, Clear",Furniture,53.46,6.3666
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Office Supplies,36.744,3.6744
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,709.5,205.755
Eldon Pizzaz Desk Accessories,Furniture,37.464,13.7368
Eldon Portable Mobile Manager,Office Supplies,899.304,197.3944
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,614.058,127.446
Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,775.612,135.932
"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,39.688,13.1164
"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,33.756,8.9088
Eldon Shelf Savers Cubes and Bins,Office Supplies,300.14,-7.678
Eldon Simplefile Box Office,Office Supplies,345.832,77.128
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,50.768,9.2852
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,155.38,52.8292
Eldon Wave Desk Accessories,Furniture,266.73,98.9996
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,168.84,78.256
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,2863.8,627.1722
Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,463.796,73.0232
Electrix Halogen Magnifier Lamp,Furniture,2759.06,314.766
"Electrix Incandescent Magnifying Lamp, Black",Furniture,117.28,-16.4925
"Elite 5"" Scissors",Office Supplies,179.14,37.18
Embossed Ink Jet Note Cards,Office Supplies,284.382,108.336
Enermax Acrylux Wireless Keyboard,Technology,2450.16,630.468
Enermax Aurora Lite Keyboard,Technology,1641.15,722.106
Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,469.402,150.3748
Epson Perfection V600 Photo Scanner,Technology,206.991,-172.4925
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,1212.705,-1057.23
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,279.96,120.3828
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,1.624,-4.466
"Eureka Hand Vacuum, Bagless",Office Supplies,197.72,55.3616
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,110.16,46.1376
Eureka Sanitaire  Commercial Upright,Office Supplies,1524.532,53.0272
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,83.904,12.7604
Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,948.228,241.1354
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,1042.08,291.7824
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,1674.4,146.51
Euro Pro Shark Stick Mini Vacuum,Office Supplies,170.744,-325.6332
Euro-Pro Shark Turbo Vacuum,Office Supplies,693.952,143.7472
"Executive Impressions 10"" Spectator Wall Clock",Furniture,258.72,87.9648
"Executive Impressions 12"" Wall Clock",Furniture,176.7,23.3244
"Executive Impressions 13"" Chairman Wall Clock",Furniture,253.8,72.333
"Executive Impressions 13"" Clairmont Wall Clock",Furniture,315.372,88.458
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,56.1,21.318
"Executive Impressions 14""",Furniture,377.91,166.2804
"Executive Impressions 14"" Contract Wall Clock",Furniture,346.788,93.5883
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,97.812,-1.7784
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,308.992,94.5152
"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,58.784,-1.0688
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,66.56,18.512
Executive Impressions Supervisor Wall Clock,Furniture,867.26,266.072
Faber Castell Col-Erase Pencils,Office Supplies,37.164,14.0832
Fashion Color Clasp Envelopes,Office Supplies,77.904,36.5175
Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,759.122,166.84
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,665.676,43.706
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,244.288,41.64
Fellowes Advanced Computer Series Surge Protectors,Office Supplies,386.754,100.662
Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,1187.56,-30.2288
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,2612.196,153.3528
Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,1426.308,-12.792
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,858.882,201.0716
Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,436.128,58.2802
Fellowes Binding Cases,Office Supplies,271.44,71.955
Fellowes Black Plastic Comb Bindings,Office Supplies,102.256,-4.4156
Fellowes Command Center 5-outlet power strip,Office Supplies,664.832,-78.016
Fellowes Desktop Hanging File Manager,Office Supplies,201.45,50.3625
Fellowes Econo/Stor Drawers,Office Supplies,581.58,-56.2194
Fellowes High-Stak Drawer Files,Office Supplies,3946.656,419.3322
Fellowes Mighty 8 Compact Surge Protector,Office Supplies,344.59,67.2964
"Fellowes Mobile File Cart, Black",Office Supplies,2300.66,485.004
Fellowes Neat Ideas Storage Cubes,Office Supplies,480.704,-18.1888
Fellowes Officeware Wire Shelving,Office Supplies,4509.466,-332.371
Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,4181.754,693.5592
Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,8070.192,2518.0551
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,27453.384,7753.039
"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,284.716,52.6456
Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,2541.836,1092.6795
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,929.48,169.2632
Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,133.86,21.825
Fellowes Recycled Storage Drawers,Office Supplies,1287.948,48.8532
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,180.66,50.5848
Fellowes Staxonsteel Drawer Files,Office Supplies,4829.25,509.9688
Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,3397.308,78.2526
"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,4479.03,388.746
Fellowes Super Stor/Drawer,Office Supplies,477.3,67.71
Fellowes Super Stor/Drawer Files,Office Supplies,4006.44,473.3415
Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,867.768,57.09
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,182.508,-3.216
File Shuttle I and Handi-File,Office Supplies,262.668,51.4206
"File Shuttle II and Handi-File, Black",Office Supplies,1125.148,260.953
First Data FD10 PIN Pad,Technology,1722.2,15.8
First Data TMFD35 PIN Pad,Technology,571.2,119.952
"Fiskars 8"" Scissors, 2/Pack",Office Supplies,217.224,45.8584
Fiskars Home & Office Scissors,Office Supplies,97.68,27.3504
Fiskars Softgrip Scissors,Office Supplies,307.44,86.0832
Fiskars Spring-Action Scissors,Office Supplies,75.492,13.4208
Flat Face Poster Frame,Furniture,678.24,120.9528
Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,142.05,18.94
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,434.56,197.104
Fluorescent Highlighters by Dixon,Office Supplies,90.744,22.4472
G.E. Halogen Desk Lamp Bulbs,Furniture,62.82,22.8944
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,81.008,25.7632
GBC Binding covers,Office Supplies,137.27,58.9225
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,136.44,13.644
GBC DocuBind 200 Manual Binding Machine,Office Supplies,4209.8,1052.45
GBC DocuBind 300 Electric Binding Machine,Office Supplies,6785.142,494.4212
GBC DocuBind P100 Manual Binding Machine,Office Supplies,2954.444,489.641
GBC DocuBind P400 Electric Binding System,Office Supplies,17965.068,-1878.1662
GBC DocuBind P50 Personal Binding Machine,Office Supplies,2264.892,569.422
GBC DocuBind TL200 Manual Binding Machine,Office Supplies,4322.814,1592.4978
GBC DocuBind TL300 Electric Binding System,Office Supplies,19823.479,2233.5051
GBC Durable Plastic Covers,Office Supplies,369.585,14.319
GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,19024.5,760.98
GBC Imprintable Covers,Office Supplies,241.56,39.9672
GBC Instant Index System for Binding Systems,Office Supplies,71.928,-12.432
GBC Instant Report Kit,Office Supplies,164.985,3.235
"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,146.981,18.4083
GBC Linen Binding Covers,Office Supplies,207.566,-82.4068
GBC Personal VeloBind Strips,Office Supplies,156.938,-11.2612
GBC Plastic Binding Combs,Office Supplies,172.692,59.778
GBC Plasticlear Binding Covers,Office Supplies,68.88,-68.4208
GBC Poly Designer Binding Covers,Office Supplies,256.122,102.4488
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,310.206,52.4472
GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,780.456,49.5128
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,433.789,125.7838
GBC Prestige Therm-A-Bind Covers,Office Supplies,1073.903,364.7153
GBC ProClick 150 Presentation Binding System,Office Supplies,3222.996,-461.3308
GBC ProClick Punch Binding System,Office Supplies,1573.908,562.3842
GBC ProClick Spines for 32-Hole Punch,Office Supplies,66.409,-13.2818
GBC Recycled Grain Textured Covers,Office Supplies,466.29,107.074
GBC Recycled Regency Composition Covers,Office Supplies,1291.248,451.9368
GBC Recycled VeloBinder Covers,Office Supplies,487.344,100.8768
GBC Standard Plastic Binding Systems Combs,Office Supplies,55.755,-2.9205
GBC Standard Plastic Binding Systems' Combs,Office Supplies,108.644,5.024
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,258.72,-27.1656
GBC Standard Therm-A-Bind Covers,Office Supplies,466.004,8.4728
GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,1180.704,413.2464
GBC Twin Loop Wire Binding Elements,Office Supplies,1041.664,259.584
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,269.394,-2.283
GBC VeloBind Cover Sets,Office Supplies,342.768,18.528
GBC VeloBinder Electric Binding Machine,Office Supplies,496.018,-411.332
GBC VeloBinder Manual Binding System,Office Supplies,842.166,280.722
GBC VeloBinder Strips,Office Supplies,52.992,-23.808
"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,661.942,-9.245
"GBC White Gloss Covers, Plain Front",Office Supplies,269.328,31.4216
GBC Wire Binding Combs,Office Supplies,184.052,41.5668
GBC Wire Binding Strips,Office Supplies,212.658,-18.4092
GE 2-Jack Phone Line Splitter,Technology,1771.514,94.7554
GE 30522EE2,Technology,1159.9,336.371
GE 30524EE4,Technology,5291.73,838.8372
"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,98.868,42.2436
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,2699.056,1260.221
GE DSL Phone Line Filter,Technology,495.876,69.9825
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,45.396,14.55
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,163.332,3.141
Gear Head AU3700S Headset,Technology,189.654,-11.9508
Geemarc AmpliPOWER60,Technology,3415.04,384.192
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,76.092,29.5416
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,3447.84,206.8704
Global Adaptabilities Conference Tables,Furniture,3540.348,354.0348
"Global Airflow Leather Mesh Back Chair, Black",Furniture,3955.676,573.724
"Global Armless Task Chair, Royal Blue",Furniture,1396.442,-20.7332
Global Chrome Stack Chair,Furniture,815.864,15.0832
Global Comet Stacking Arm Chair,Furniture,6084.144,697.1415
Global Comet Stacking Armless Chair,Furniture,3528.79,514.366
Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,7979.44,926.185
Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,4420.056,41.1168
Global Deluxe High-Back Manager's Chair,Furniture,8665.194,1558.591
Global Deluxe High-Back Office Chair in Storm,Furniture,1087.92,-149.589
Global Deluxe Office Fabric Chairs,Furniture,1420.504,229.3922
"Global Deluxe Stacking Chair, Gray",Furniture,764.7,76.9798
Global Deluxe Steno Chair,Furniture,1770.54,-216.3138
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,2032.35,-460.666
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,207.184,25.898
Global Ergonomic Managers Chair,Furniture,6008.536,785.4532
Global Executive Mid-Back Manager's Chair,Furniture,4626.582,750.7284
