order_id,order_date,ship_date,region,segment,category,sub_category,product_name,sales,profit,discount,quantity,ship_mode
CA-2016-115525,7/25/2016,7/29/2016,East,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88,27.4365,0.2,5,Standard Class
CA-2017-134845,4/17/2017,4/23/2017,West,Home Office,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,-9.223,0.7,5,Standard Class
CA-2017-134845,4/17/2017,4/23/2017,West,Home Office,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,-3399.98,0.7,5,Standard Class
CA-2017-134845,4/17/2017,4/23/2017,West,Home Office,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.594,-15.8356,0.7,2,Standard Class
CA-2017-134845,4/17/2017,4/23/2017,West,Home Office,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964,-6.5736,0.7,6,Standard Class
CA-2017-134845,4/17/2017,4/23/2017,West,Home Office,Office Supplies,Paper,Xerox 225,20.736,7.2576,0.2,4,Standard Class
US-2015-138919,9/17/2015,9/21/2015,East,Home Office,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,-103.266,0.4,2,Standard Class
US-2016-160528,8/23/2016,8/30/2016,Central,Home Office,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,-172.7328,0.2,8,Standard Class
US-2016-160528,8/23/2016,8/30/2016,Central,Home Office,Furniture,Furnishings,Flat Face Poster Frame,22.608,-10.1736,0.6,3,Standard Class
US-2016-160528,8/23/2016,8/30/2016,Central,Home Office,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,-33.32,0.2,7,Standard Class
CA-2015-123568,11/8/2015,11/14/2015,West,Consumer,Office Supplies,Fasteners,Alliance Rubber Bands,5.04,0.2016,0,3,Standard Class
CA-2015-123568,11/8/2015,11/14/2015,West,Consumer,Office Supplies,Paper,Xerox 1988,92.94,41.823,0,3,Standard Class
CA-2015-123568,11/8/2015,11/14/2015,West,Consumer,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,22.0077,0,3,Standard Class
CA-2015-123568,11/8/2015,11/14/2015,West,Consumer,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,28.65,0.2,5,Standard Class
CA-2017-124674,11/17/2017,11/23/2017,Central,Consumer,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328,-14.4588,0.32,2,Standard Class
CA-2015-164441,11/8/2015,11/13/2015,East,Consumer,Office Supplies,Binders,Storex Dura Pro Binders,52.272,17.6418,0.2,11,Standard Class
CA-2015-164441,11/8/2015,11/13/2015,East,Consumer,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,8.073,0,3,Standard Class
CA-2017-169054,4/22/2017,4/26/2017,East,Home Office,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,0.0,0.2,3,Standard Class
CA-2014-106719,8/24/2014,8/24/2014,West,Corporate,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",8.288,2.6936,0.2,2,Same Day
CA-2017-116855,12/17/2017,12/21/2017,South,Consumer,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9,80.784,0,5,Standard Class
US-2016-164189,3/24/2016,3/28/2016,West,Corporate,Technology,Phones,BlackBerry Q10,403.168,25.198,0.2,4,Standard Class
CA-2015-168480,9/21/2015,9/27/2015,Central,Corporate,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,31.0912,0,4,Standard Class
CA-2015-168480,9/21/2015,9/27/2015,Central,Corporate,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.5371,0,1,Standard Class
US-2016-114293,11/21/2016,11/26/2016,West,Consumer,Furniture,Chairs,Novimex Fabric Task Chair,195.136,-12.196,0.2,4,Standard Class
CA-2017-134173,9/16/2017,9/21/2017,East,Home Office,Office Supplies,Paper,Xerox 231,20.736,7.2576,0.2,4,Standard Class
US-2015-123960,6/11/2015,6/16/2015,South,Consumer,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,10.203,0,6,Standard Class
US-2015-123960,6/11/2015,6/16/2015,South,Consumer,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26,16.6796,0,7,Standard Class
US-2015-123960,6/11/2015,6/16/2015,South,Consumer,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,15.764,0,2,Standard Class
US-2015-123960,6/11/2015,6/16/2015,South,Consumer,Office Supplies,Paper,Xerox 222,32.4,15.552,0,5,Standard Class
US-2015-123960,6/11/2015,6/16/2015,South,Consumer,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,10.7892,0,2,Standard Class
CA-2017-101749,10/3/2017,10/8/2017,West,Corporate,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,-6.4233,0.2,3,Standard Class
US-2016-147991,5/5/2016,5/9/2016,South,Consumer,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,3.344,0.2,5,Standard Class
CA-2017-149559,9/11/2017,9/12/2017,West,Home Office,Office Supplies,Paper,Xerox 1996,12.96,6.2208,0,2,Same Day
CA-2017-149559,9/11/2017,9/12/2017,West,Home Office,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,10.8682,0,2,Same Day
CA-2017-149559,9/11/2017,9/12/2017,West,Home Office,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,256.784,0.2,8,Same Day
CA-2015-135174,4/30/2015,5/2/2015,East,Consumer,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,-255.7425,0.4,5,Second Class
CA-2017-125290,11/6/2017,11/10/2017,Central,Home Office,Office Supplies,Art,Newell 339,13.9,3.614,0,5,Second Class
CA-2017-125290,11/6/2017,11/10/2017,Central,Home Office,Office Supplies,Paper,Easy-staple paper,26.38,12.1348,0,1,Second Class
CA-2014-137351,9/30/2014,10/4/2014,West,Consumer,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.176,13.4925,0.2,7,Standard Class
CA-2017-121419,4/2/2017,4/4/2017,South,Home Office,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,70.006,0,2,First Class
CA-2017-121419,4/2/2017,4/4/2017,South,Home Office,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,129.6,0,4,First Class
US-2017-148054,10/6/2017,10/11/2017,West,Home Office,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2.9372,0,2,Standard Class
US-2017-148054,10/6/2017,10/11/2017,West,Home Office,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,66.0736,0,4,Standard Class
US-2017-148054,10/6/2017,10/11/2017,West,Home Office,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,18.2112,0,2,Standard Class
CA-2016-128517,4/9/2016,4/14/2016,Central,Home Office,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,134.654,0,2,Second Class
CA-2016-128517,4/9/2016,4/14/2016,Central,Home Office,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2.4288,0,2,Second Class
US-2015-100377,8/28/2015,9/1/2015,Central,Corporate,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,874.9875,0.2,5,Standard Class
CA-2017-131492,10/19/2017,10/24/2017,West,Corporate,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,4.3008,0,2,Second Class
CA-2017-131492,10/19/2017,10/24/2017,West,Corporate,Office Supplies,Labels,Avery 518,31.5,15.12,0,10,Second Class
CA-2017-131492,10/19/2017,10/24/2017,West,Corporate,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,10.3904,0,2,Second Class
CA-2017-131492,10/19/2017,10/24/2017,West,Corporate,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,-3.3506,0.2,2,Second Class
CA-2016-144554,11/7/2016,11/12/2016,East,Corporate,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.976,22.4955,0.2,3,Standard Class
CA-2017-127621,3/3/2017,3/7/2017,Central,Consumer,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",26.88,9.744,0.2,8,Standard Class
CA-2015-145184,11/27/2015,11/29/2015,East,Corporate,Technology,Phones,Apple EarPods with Remote and Mic,83.97,23.5116,0,3,First Class
CA-2015-145184,11/27/2015,11/29/2015,East,Corporate,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,7.3479,0,3,First Class
CA-2017-106859,3/13/2017,3/18/2017,West,Home Office,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,25.424,0,8,Second Class
CA-2017-106859,3/13/2017,3/18/2017,West,Home Office,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,49.2576,0.2,8,Second Class
CA-2017-106859,3/13/2017,3/18/2017,West,Home Office,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,88.1295,0,5,Second Class
CA-2017-106859,3/13/2017,3/18/2017,West,Home Office,Office Supplies,Paper,Xerox 230,45.36,21.7728,0,7,Second Class
CA-2017-106859,3/13/2017,3/18/2017,West,Home Office,Office Supplies,Paper,Xerox 1885,288.24,138.3552,0,6,Second Class
US-2017-120089,11/30/2017,11/30/2017,East,Home Office,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,82.992,0.2,4,Same Day
CA-2014-119375,11/17/2014,11/22/2014,East,Corporate,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,792.2691,0,7,Standard Class
CA-2014-119375,11/17/2014,11/22/2014,East,Corporate,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,14.9292,0,3,Standard Class
CA-2014-119375,11/17/2014,11/22/2014,East,Corporate,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,26.565,0,5,Standard Class
CA-2016-125206,1/3/2016,1/5/2016,West,Consumer,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,28.615,0,2,First Class
CA-2015-126137,10/3/2015,10/8/2015,West,Consumer,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,18.4548,0.15,2,Standard Class
CA-2014-143903,7/20/2014,7/24/2014,Central,Home Office,Office Supplies,Storage,Letter Size Cart,342.864,38.5722,0.2,3,Standard Class
CA-2014-143903,7/20/2014,7/24/2014,Central,Home Office,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,-14.229,0.6,5,Standard Class
CA-2014-143903,7/20/2014,7/24/2014,Central,Home Office,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,-140.196,0.3,2,Standard Class
CA-2014-104780,5/21/2014,5/25/2014,West,Home Office,Office Supplies,Art,4009 Highlighters by Sanford,31.84,10.5072,0,8,Standard Class
CA-2017-101182,9/4/2017,9/5/2017,West,Home Office,Office Supplies,Paper,Xerox 220,12.96,6.2208,0,2,First Class
CA-2017-101182,9/4/2017,9/5/2017,West,Home Office,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,15.1116,0.2,3,First Class
US-2017-132297,5/27/2017,6/2/2017,South,Home Office,Office Supplies,Binders,Binding Machine Supplies,58.34,28.0032,0,2,Standard Class
US-2017-132297,5/27/2017,6/2/2017,South,Home Office,Technology,Phones,Google Nexus 5,539.97,134.9925,0,3,Standard Class
CA-2014-100328,1/28/2014,2/3/2014,East,Consumer,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1.3257,0.2,1,Standard Class
CA-2017-118773,2/9/2017,2/14/2017,Central,Consumer,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,-417.0936,0.8,4,Standard Class
CA-2017-118773,2/9/2017,2/14/2017,Central,Consumer,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,15.998,0.2,2,Standard Class
CA-2017-118773,2/9/2017,2/14/2017,Central,Consumer,Furniture,Furnishings,Stacking Trays by OIC,3.984,-2.6892,0.6,2,Standard Class
CA-2017-118773,2/9/2017,2/14/2017,Central,Consumer,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,-32.48,0.8,2,Standard Class
US-2017-159205,3/31/2017,4/2/2017,South,Home Office,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,25.62,0,5,Second Class
US-2017-159205,3/31/2017,4/2/2017,South,Home Office,Technology,Phones,Vtech CS6719,671.93,188.1404,0,7,Second Class
CA-2016-112123,3/3/2016,3/8/2016,East,Consumer,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,219.4514,0,7,Standard Class
CA-2016-112123,3/3/2016,3/8/2016,East,Consumer,Technology,Phones,Pyle PMP37LED,479.95,129.5865,0,5,Standard Class
CA-2016-112123,3/3/2016,3/8/2016,East,Consumer,Office Supplies,Paper,Xerox 194,166.44,79.8912,0,3,Standard Class
CA-2015-114468,8/23/2015,8/23/2015,Central,Consumer,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,2.772,0.2,4,Same Day
CA-2015-114468,8/23/2015,8/23/2015,Central,Consumer,Office Supplies,Paper,Xerox 206,10.368,3.6288,0.2,2,Same Day
CA-2015-114468,8/23/2015,8/23/2015,Central,Consumer,Office Supplies,Fasteners,Staples,12.032,2.256,0.2,8,Same Day
CA-2015-114468,8/23/2015,8/23/2015,Central,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,5.768,-13.5548,0.8,2,Same Day
CA-2017-135692,4/27/2017,5/1/2017,Central,Corporate,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,11.592,0.2,4,Standard Class
CA-2017-135692,4/27/2017,5/1/2017,Central,Corporate,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,-42.1096,0.32,4,Standard Class
CA-2017-131233,4/14/2017,4/19/2017,East,Consumer,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3.5022,0.2,3,Standard Class
CA-2017-131233,4/14/2017,4/19/2017,East,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,9.0882,0.2,3,Standard Class
CA-2017-119578,12/22/2017,12/27/2017,East,Corporate,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,34.758,0,6,Second Class
CA-2017-119578,12/22/2017,12/27/2017,East,Corporate,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,50.8254,0,1,Second Class
CA-2016-124562,12/8/2016,12/12/2016,East,Home Office,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,-9.5018,0.7,7,Standard Class
US-2017-140074,3/23/2017,3/29/2017,East,Consumer,Office Supplies,Paper,Xerox 1980,25.68,11.556,0,6,Standard Class
CA-2016-103037,7/25/2016,7/29/2016,Central,Corporate,Office Supplies,Labels,Avery 493,15.712,5.6956,0.2,4,Standard Class
CA-2017-127460,7/10/2017,7/14/2017,Central,Home Office,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,26.1156,0.2,6,Standard Class
CA-2016-121671,7/17/2016,7/22/2016,Central,Consumer,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,10.0878,0,3,Standard Class
CA-2016-121671,7/17/2016,7/22/2016,Central,Consumer,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,4.8588,0,3,Standard Class
CA-2016-121671,7/17/2016,7/22/2016,Central,Consumer,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,3.7436,0,1,Standard Class
CA-2016-121671,7/17/2016,7/22/2016,Central,Consumer,Office Supplies,Paper,Xerox 1993,51.84,25.4016,0,8,Standard Class
CA-2016-121671,7/17/2016,7/22/2016,Central,Consumer,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,47.7306,0,1,Standard Class
CA-2016-150350,8/23/2016,8/30/2016,West,Consumer,Technology,Machines,Okidata C331dn Printer,837.6,62.82,0.2,3,Standard Class
CA-2016-150350,8/23/2016,8/30/2016,West,Consumer,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,63.873,0,5,Standard Class
CA-2016-150350,8/23/2016,8/30/2016,West,Consumer,Office Supplies,Paper,Xerox 1978,34.68,16.9932,0,6,Standard Class
CA-2016-150350,8/23/2016,8/30/2016,West,Consumer,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,-39.9528,0.2,6,Standard Class
CA-2016-150350,8/23/2016,8/30/2016,West,Consumer,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,11.206,0,5,Standard Class
CA-2016-150350,8/23/2016,8/30/2016,West,Consumer,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,0.1588,0,4,Standard Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Furniture,Chairs,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,1123.92,-182.637,0.2,5,First Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Technology,Phones,Cisco SPA301,249.584,31.198,0.2,2,First Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,7.3008,0.2,3,First Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,7.596,0.2,2,First Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,-62.88,0.7,5,First Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,-3.14,0.7,2,First Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,51.8312,0.2,2,First Class
CA-2015-121720,6/11/2015,6/12/2015,South,Corporate,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,21.1428,0.2,4,First Class
CA-2017-149895,9/8/2017,9/12/2017,East,Consumer,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,-47.3968,0.4,2,Standard Class
CA-2017-147564,10/2/2017,10/6/2017,East,Consumer,Office Supplies,Paper,Xerox 1907,49.12,23.0864,0,4,Standard Class
CA-2014-136399,12/16/2014,12/17/2014,West,Home Office,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,14.6718,0,2,First Class
CA-2014-136399,12/16/2014,12/17/2014,West,Home Office,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,18.1176,0.2,2,First Class
CA-2014-136399,12/16/2014,12/17/2014,West,Home Office,Technology,Accessories,First Data FD10 PIN Pad,395.0,39.5,0,5,First Class
CA-2014-136399,12/16/2014,12/17/2014,West,Home Office,Technology,Phones,GE 30524EE4,627.168,70.5564,0.2,4,First Class
CA-2014-107916,8/24/2014,8/26/2014,East,Corporate,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,6.3744,0,2,First Class
CA-2014-107916,8/24/2014,8/26/2014,East,Corporate,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,4.4352,0.2,3,First Class
CA-2017-164168,11/12/2017,11/18/2017,Central,Home Office,Office Supplies,Binders,Surelock Post Binders,30.56,-45.84,0.8,5,Standard Class
CA-2017-164168,11/12/2017,11/18/2017,Central,Home Office,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,-15.5904,0.2,3,Standard Class
CA-2017-164168,11/12/2017,11/18/2017,Central,Home Office,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,8.499,0.2,1,Standard Class
CA-2017-164168,11/12/2017,11/18/2017,Central,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,4.4312,0.2,2,Standard Class
CA-2017-164168,11/12/2017,11/18/2017,Central,Home Office,Technology,Accessories,Maxell�LTO Ultrium - 800 GB,44.784,-0.5598,0.2,2,Standard Class
CA-2017-164168,11/12/2017,11/18/2017,Central,Home Office,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,-17.7072,0.6,3,Standard Class
CA-2015-112557,4/25/2015,4/28/2015,East,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,90.8292,0,3,First Class
US-2014-122959,12/12/2014,12/12/2014,Central,Corporate,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,-336.6272,0.8,2,Same Day
CA-2017-162572,9/25/2017,9/27/2017,East,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,35.988,0.2,5,Second Class
CA-2017-162572,9/25/2017,9/27/2017,East,Consumer,Office Supplies,Art,Newell 311,10.608,0.9282,0.2,6,Second Class
US-2016-148110,9/5/2016,9/11/2016,Central,Corporate,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,-24.843,0.3,7,Standard Class
CA-2017-131828,2/11/2017,2/13/2017,West,Corporate,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,108.3528,0.2,4,Second Class
CA-2017-131828,2/11/2017,2/13/2017,West,Corporate,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",88.776,7.7679,0.2,3,Second Class
CA-2014-109218,6/30/2014,7/3/2014,West,Corporate,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,10.368,0,5,Second Class
CA-2016-120558,6/7/2016,6/10/2016,East,Home Office,Office Supplies,Paper,Xerox 226,32.4,15.552,0,5,First Class
US-2014-109036,12/20/2014,12/25/2014,West,Consumer,Office Supplies,Labels,Avery 489,31.05,14.904,0,3,Standard Class
CA-2015-147830,12/15/2015,12/18/2015,East,Consumer,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,607.608,0.2,6,First Class
CA-2015-147830,12/15/2015,12/18/2015,East,Consumer,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,-2639.9912,0.7,2,First Class
CA-2015-147830,12/15/2015,12/18/2015,East,Consumer,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,-16.998,0.4,2,First Class
CA-2015-147830,12/15/2015,12/18/2015,East,Consumer,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,69.0018,0.2,7,First Class
CA-2017-150497,7/20/2017,7/24/2017,Central,Corporate,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,331.191,0,2,Standard Class
CA-2014-128986,8/3/2014,8/5/2014,West,Home Office,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,33.7212,0.2,3,Second Class
CA-2015-139584,8/24/2015,8/28/2015,East,Corporate,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,-75.8304,0.4,2,Standard Class
CA-2015-139584,8/24/2015,8/28/2015,East,Corporate,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,11.7,0,2,Standard Class
US-2016-162677,3/26/2016,3/27/2016,South,Consumer,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5.9185,0.2,5,First Class
US-2016-162677,3/26/2016,3/27/2016,South,Consumer,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,-17.9964,0.2,3,First Class
US-2014-150924,9/12/2014,9/16/2014,Central,Consumer,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,-8.029,0.8,5,Second Class
CA-2014-153969,9/21/2014,9/25/2014,West,Consumer,Office Supplies,Envelopes,Staple envelope,15.56,7.3132,0,2,Standard Class
CA-2014-153969,9/21/2014,9/25/2014,West,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,36.8245,0,5,Standard Class
CA-2014-153969,9/21/2014,9/25/2014,West,Consumer,Office Supplies,Art,Newell 34,59.52,15.4752,0,3,Standard Class
CA-2014-153969,9/21/2014,9/25/2014,West,Consumer,Office Supplies,Paper,Xerox 1971,38.52,17.334,0,9,Standard Class
CA-2014-153969,9/21/2014,9/25/2014,West,Consumer,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,23.9984,0.2,2,Standard Class
CA-2014-153969,9/21/2014,9/25/2014,West,Consumer,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,9.4815,0,3,Standard Class
CA-2016-146682,10/29/2016,10/31/2016,Central,Consumer,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,32.16,0,5,First Class
CA-2016-138695,5/28/2016,6/3/2016,South,Corporate,Furniture,Chairs,Novimex Fabric Task Chair,390.272,-24.392,0.2,8,Standard Class
CA-2016-138695,5/28/2016,6/3/2016,South,Corporate,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,19.435,0.2,13,Standard Class
CA-2017-107461,12/21/2017,12/26/2017,South,Consumer,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,11.2236,0,6,Second Class
US-2016-133879,3/21/2016,3/28/2016,Central,Consumer,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,-4.752,0.8,2,Standard Class
US-2016-133879,3/21/2016,3/28/2016,Central,Consumer,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,0.0,0.3,5,Standard Class
US-2016-133879,3/21/2016,3/28/2016,Central,Consumer,Office Supplies,Art,Newell 33,13.392,1.5066,0.2,3,Standard Class
CA-2017-157483,11/11/2017,11/18/2017,Central,Consumer,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,50.9208,0,7,Standard Class
US-2017-132059,9/23/2017,9/29/2017,West,Consumer,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,-240.784,0.7,2,Standard Class
US-2017-132059,9/23/2017,9/29/2017,West,Consumer,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,0.5998,0.2,2,Standard Class
CA-2017-122280,9/10/2017,9/10/2017,East,Consumer,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,9.0048,0,2,Same Day
CA-2017-105235,12/5/2017,12/11/2017,East,Corporate,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,6.0726,0,3,Standard Class
CA-2017-105235,12/5/2017,12/11/2017,East,Corporate,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,18.1908,0,2,Standard Class
CA-2017-105235,12/5/2017,12/11/2017,East,Corporate,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,68.823,0,5,Standard Class
